asin,product_price,product_original_price,product_star_rating,product_num_ratings,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,product_availability,climate_pledge_friendly,sales_volume,has_variations,clean_title,Brand,Product_Type,discount_percent
B07CCNTHYH,59.99,62.99,3.8,161,4,39,FALSE,FALSE,TRUE,Only 11 left in stock - order soon.,FALSE,Typical: ,FALSE,alcatel 1 5033j unlocked smartphone dual sim 5&quot; 18:9 display android oreo go edition 8mp rear camera 4g lte works worldwide &amp; in the u.s gsm carriers black,Alcatel,Smartphone,4.76266074
B0BJH9DSDV,69.99,69.99,3.5,77,3,49.99,FALSE,FALSE,TRUE,In Stock,TRUE,Shop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.,FALSE,simbros unlocked flip 4 at&amp;t smartflip iv u102aa 4g 4gb phone works with at&amp;t t mobile &amp; cricket not good for verizon simkey,Not Famous brand,Flip Phone,0
B0D41Q7FBN,199.99,199.99,4.2,15,2,101.15,FALSE,FALSE,TRUE,Only 2 left in stock - order soon.,FALSE,More Buying Choices,FALSE,doogee n55 plus android 14 cell phone unlocked 2024 20gb+128gb/tf 1tb 5150mah battery octa core unlocked phone 6.56&quot;+90hz display dual camera/dual sim 4g smartphones with face id &amp; otg black ,Not Famous brand,Smartphone,0
B09P3LLRGG,29.99,29.99,3.9,284,2,21.99,FALSE,FALSE,TRUE,In Stock,FALSE,200+ bought in past month,FALSE,it can edit 9 one touch memory speed dialing and images elderly image phone phone for patients with alzheimer&#x27;s disease and enlarged phone for patients with hearing impairment,Not Famous brand,Other,0
B0D8PN6CPQ,14.99,24.99,4.6,4022,1,14.99,FALSE,FALSE,TRUE,In Stock,TRUE,500+ bought in past month,FALSE,tocol 3 in 1 magnetic for iphone 16 case upgraded full camera protection compatible with magsafe 16ft drop protection translucent matte back bumper phone cover 6.1 inch（black）,Not Famous brand,Case,40.0160064
B0D3F44F6B,34.99,34.99,4.7,123,1,34.99,FALSE,FALSE,TRUE,In Stock,FALSE,500+ bought in past month,FALSE,toneof 66&quot; automatic tripod auto open phone tripod stand with magnetic rechargable remote 360° vertical &amp; horizontal rotatable travel tripod stable cell phone tripod for iphone/android（black）,Not Famous brand,Tripod,0
B0CJ8YT4K5,39,39,4.6,47,1,39,FALSE,FALSE,TRUE,In Stock,FALSE,50+ bought in past month,FALSE,power charger 3 in 1 65w gan type c charger fast charging wall charger all round protection usb c charger block for nothing phone and ipad pro iphone 12/13/14/15 galaxy s,Not Famous brand,Charger,0
B0D1CWR48M,139,139,4.7,4,1,139,FALSE,FALSE,TRUE,In Stock,FALSE, Normal or Less then normal sales ,FALSE,prepaid usa sim card 25gb/365 day 4g lte &amp; 5g on verizon t mobile &amp; att data only sim card for unlocked iot device compatible with cell phones gps tracker security trail camera,Not Famous brand,Smartphone,0
B0D3WTGSJY,15.99,15.99,4.4,82,1,15.99,FALSE,FALSE,TRUE,In Stock,FALSE,500+ bought in past month,FALSE,ring light [3 color 5 brightness &amp; timer] 3.5&#x27;&#x27; small video conference lighting clip on monitor laptop ipad phone usb plug dimmable selfie light for working meeting youtube/tiktok content creator,Not Famous brand,Other,0
B0DDY54XPY,135.99,135.99,3.6,104,1,135.99,FALSE,FALSE,TRUE,In Stock,FALSE, Normal or Less then normal sales ,FALSE,umidigi f3 8gb+128gb unlocked cell phone nfc android11 6.7inch hd full screen 5150mah battery smartphone with 48mp ai triple camera 18w fast charging dual sim,Not Famous brand,Smartphone,0
B0D5CVTSZ1,27.49,29.94,4.6,38,1,27.49,FALSE,FALSE,TRUE,In Stock,FALSE,300+ bought in past month,FALSE,magnetic neck mount for phones hands free pov/vlog selfie mount flexible neck phone holder for recording magnetic phone chest mount for iphone 15 14 13 12 seires and all smartphones,Not Famous brand,Holder,8.183032732
B0CZ3YPSRX,99.99,99.99,4.7,8,1,99.99,FALSE,FALSE,TRUE,In Stock,FALSE, Normal or Less then normal sales ,FALSE,gimbal stabilizer for smartphone 3 axis phone gimbal portable and foldable with ai tracking sensor magnetic fill light gimbal stabilizer for iphone &amp; android phone stabilizer for video recording,Not Famous brand,Smartphone,0
B0CHB24KQJ,39.99,45.99,4.4,2589,1,39.99,FALSE,FALSE,TRUE,In Stock,FALSE,50+ bought in past month,FALSE,[true military grade] car phone holder【2024 stronger suction &amp; clip】 universal cell phone holder for car mount for dashboard windshield air vent long arm cell phone car mount thick case purple,Not Famous brand,Holder,13.04631442
B01LXOPZ4W,273,273,4.1,45,1,273,FALSE,FALSE,FALSE,In Stock,FALSE, Normal or Less then normal sales ,FALSE,wall mount cell phone charging shelf multi device station with 8 ports compatible with apple iphone ipad samsung android tablets and more! 18&quot; x 9&quot; ,Not Famous brand,Holder,0
B0CXPJK7F7,29.99,29.99,4.6,29066,1,29.99,TRUE,FALSE,TRUE,In Stock,FALSE,300+ bought in past month,FALSE,sensyne 92&quot; cell phone tripod selfie stick tripod with 16.5&quot; flexible gooseneck overhead phone stand for video recording photography compatible with phone camera,Not Famous brand,Tripod,0
B0CQ237PFS,45.95,69.95,4.4,672,1,45.95,FALSE,FALSE,TRUE,In Stock,FALSE,3K+ bought in past month,FALSE,portable charger 33800mah usb c power bank with built in cables &amp; ac wall plug 25w fast charging+qc 4.0 phone charger 4 output lcd display battery pack compatible with iphone15/14 samsung android etc,Not Famous brand,Charger,34.31022159
